index,liftID,resortID,liftName,status,timeToRide,timestamp,time_diff,time_diff_seconds
0,2,1,Avanti Express Lift #2,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
22,27,1,Black Forest #27,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
6,8,1,Born Free Express #8,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
16,20,1,Cascade Village #20,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
15,19,1,Eagle Bahn Gondola #19,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
14,18,1,Eagle's Nest Carpet #18,O,3,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
26,35,1,Eagle's Nest Carpet #35,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
29,38,1,Earl's Express #38,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
5,7,1,Game Creek Express #7,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
20,25,1,Golden Peak Carpet #25,O,3,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
23,29,1,Golden Peak Carpet #29,O,3,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
24,33,1,Golden Peak Carpet #33,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
10,12,1,Gopher Hill #12,O,3,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
3,5,1,High Noon Express #5,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
8,10,1,Highline Express #10,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
25,34,1,Lionshead Carpet #34,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
12,15,1,Little Eagle #15,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
18,22,1,Mongolia Lift #22,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
2,4,1,Mountain Top Express #4,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
9,11,1,Northwoods Express #11,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
13,1,1,One,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
17,21,1,Orient Express Lift #21,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
30,39,1,Pete's Express #39,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
21,26,1,Pride Express Lift #26,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
4,6,1,Riva Bahn Express #6,O,9,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
28,37,1,SkyLine Express #37,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
11,14,1,Sourdough Express #14,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
7,9,1,Sun Up Express #9,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
27,36,1,Tea Cup Express #36,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
19,24,1,Wapiti #24,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
1,3,1,Wildwood Express #3,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
45,17,2,Arrow Bahn,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
44,16,2,Bachelor Gulch Express,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
48,20,2,Bibber Lift,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
38,9,2,Birds of Prey Express,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
35,6,2,Centennial Express,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
37,8,2,Cinch Express,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
42,14,2,Elkhorn Lift,O,11,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
39,10,2,Grouse Mountain Express,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
31,1,2,Haymeadow Express Gondola,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
32,2,2,Highlands Lift,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
53,26,2,Jitterbug Lift,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
40,11,2,Larkspur Express,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
43,15,2,Lower Beaver Creek Mountain Express,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
47,19,2,Magic Lift,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
34,5,2,Red Buffalo Express,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
51,23,2,RitzBahn Lift,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
36,7,2,Riverfront Express Gondola,O,3,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
33,4,2,Rose Bowl Express,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
50,22,2,Snowflake Lift,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
41,12,2,Strawberry Park Express,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
49,21,2,Trail Rider,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
46,18,2,Upper Beaver Creek Mountain Express,O,9,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
52,25,2,Wagon Train Lift,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
74,21,3,A Chair,X,14,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
396,21,3,A Chair,O,14,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
397,21,3,A Chair,X,14,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
67,13,3,Beaver Run Superchair,X,11,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
389,13,3,Beaver Run Superchair,O,11,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
390,13,3,Beaver Run Superchair,X,11,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
389,13,3,Beaver Run Superchair,O,11,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
65,11,3,C Chair,X,13,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
387,11,3,C Chair,O,13,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
388,11,3,C Chair,X,13,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
387,11,3,C Chair,O,13,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
73,19,3,Camelback Platter,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
395,19,3,Camelback Platter,O,0,Sun Feb 16 09:23:18 2020,0 days 06:36:21.882768000,23781.882768000003
396,19,3,Camelback Platter,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
392,19,3,Camelback Platter,O,0,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
63,9,3,Castle Carpet 1,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
385,9,3,Castle Carpet 1,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
386,9,3,Castle Carpet 1,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
385,9,3,Castle Carpet 1,O,0,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
77,24,3,Castle Carpet 2,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
399,24,3,Castle Carpet 2,O,0,Sun Feb 16 09:23:18 2020,0 days 06:36:21.882768000,23781.882768000003
400,24,3,Castle Carpet 2,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
58,4,3,Chair 5,X,10,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
380,4,3,Chair 5,O,10,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
381,4,3,Chair 5,X,10,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
380,4,3,Chair 5,O,10,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
59,5,3,Chair 6,X,8,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
381,5,3,Chair 6,O,8,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
409,5,3,Chair 6,X,8,Sun Feb 16 14:58:11 2020,0 days 22:06:35.533021000,79595.53302100001
381,5,3,Chair 6,O,8,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
57,3,3,Colorado Superchair,X,8,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
379,3,3,Colorado Superchair,O,8,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
380,3,3,Colorado Superchair,X,8,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
379,3,3,Colorado Superchair,O,8,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
66,12,3,E Chair,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
388,12,3,E Chair,O,7,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
389,12,3,E Chair,X,7,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
388,12,3,E Chair,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
70,16,3,El Dorado Carpet C,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
392,16,3,El Dorado Carpet C,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
393,16,3,El Dorado Carpet C,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
71,17,3,El Dorado Carpet D,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
393,17,3,El Dorado Carpet D,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
394,17,3,El Dorado Carpet D,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
69,15,3,El Dorado Tow,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
391,15,3,El Dorado Tow,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
392,15,3,El Dorado Tow,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
75,22,3,Falcon Superchair,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
397,22,3,Falcon Superchair,O,7,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
398,22,3,Falcon Superchair,X,7,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
393,22,3,Falcon Superchair,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
54,33,3,Gondola,O,10,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
81,28,3,Imperial Express SuperChair,X,3,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
403,28,3,Imperial Express SuperChair,O,3,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
410,28,3,Imperial Express SuperChair,X,3,Sun Feb 16 13:58:08 2020,0 days 23:06:39.031524000,83199.031524
398,28,3,Imperial Express SuperChair,H,3,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
76,23,3,Independence SuperChair,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
398,23,3,Independence SuperChair,O,7,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
399,23,3,Independence SuperChair,X,7,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
394,23,3,Independence SuperChair,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
87,35,3,Kensho Superchair,X,6,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
410,35,3,Kensho Superchair,O,6,Sun Feb 16 09:23:18 2020,0 days 06:36:21.882768000,23781.882768000003
410,35,3,Kensho Superchair,X,6,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
397,35,3,Kensho Superchair,O,6,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
82,29,3,Kids Carpet 3,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
404,29,3,Kids Carpet 3,O,0,Sun Feb 16 09:23:18 2020,0 days 06:36:21.882768000,23781.882768000003
405,29,3,Kids Carpet 3,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
83,30,3,Kids Carpet 4,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
405,30,3,Kids Carpet 4,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
406,30,3,Kids Carpet 4,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
68,14,3,Mercury Superchair,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
390,14,3,Mercury Superchair,O,7,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
391,14,3,Mercury Superchair,X,7,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
390,14,3,Mercury Superchair,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
60,6,3,Peak 8 SuperConnect,X,8,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
382,6,3,Peak 8 SuperConnect,O,8,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
383,6,3,Peak 8 SuperConnect,X,8,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
382,6,3,Peak 8 SuperConnect,O,8,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
72,18,3,Quicksilver Super6,X,6,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
394,18,3,Quicksilver Super6,O,6,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
395,18,3,Quicksilver Super6,X,6,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
391,18,3,Quicksilver Super6,O,6,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
61,7,3,Rip's Ride,X,8,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
383,7,3,Rip's Ride,O,8,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
384,7,3,Rip's Ride,X,8,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
383,7,3,Rip's Ride,O,8,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
56,2,3,Rocky Mountain Superchair,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
378,2,3,Rocky Mountain Superchair,O,7,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
379,2,3,Rocky Mountain Superchair,X,7,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
378,2,3,Rocky Mountain Superchair,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
64,10,3,Snowflake,X,12,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
386,10,3,Snowflake,O,12,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
387,10,3,Snowflake,X,12,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
386,10,3,Snowflake,O,12,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
55,1,3,T-Bar,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
377,1,3,T-Bar,O,7,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
408,1,3,T-Bar,X,7,Sun Feb 16 14:58:11 2020,0 days 22:06:35.533021000,79595.53302100001
377,1,3,T-Bar,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
80,27,3,Trygve's Carpet,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
402,27,3,Trygve's Carpet,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
403,27,3,Trygve's Carpet,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
62,8,3,Trygve's Platter,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
384,8,3,Trygve's Platter,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
385,8,3,Trygve's Platter,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
384,8,3,Trygve's Platter,O,0,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
78,25,3,Village Carpet A,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
400,25,3,Village Carpet A,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
401,25,3,Village Carpet A,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
79,26,3,Village Carpet B,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
401,26,3,Village Carpet B,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
402,26,3,Village Carpet B,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
84,31,3,Village Carpet C,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
406,31,3,Village Carpet C,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
407,31,3,Village Carpet C,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
85,32,3,Village Carpet D,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
407,32,3,Village Carpet D,O,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
408,32,3,Village Carpet D,X,0,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
86,34,3,Zendo Chair,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
409,34,3,Zendo Chair,O,7,Sun Feb 16 09:23:18 2020,0 days 06:36:21.882768000,23781.882768000003
409,34,3,Zendo Chair,X,7,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
396,34,3,Zendo Chair,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
99,9,4,A51 Lift,X,5,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
418,9,4,A51 Lift,O,5,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
422,9,4,A51 Lift,X,5,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
418,9,4,A51 Lift,O,5,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
92,13,4,Adventure Point Tubing Carpet,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
98,7,4,Argentine,X,9,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
105,17,4,DblBarrel Magic Carpet 2,X,2,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
426,17,4,DblBarrel Magic Carpet 2,O,2,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
428,17,4,DblBarrel Magic Carpet 2,X,2,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
426,17,4,DblBarrel Magic Carpet 2,O,2,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
106,18,4,DblBarrel Magic Carpet 4,X,1,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
427,18,4,DblBarrel Magic Carpet 4,O,1,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
429,18,4,DblBarrel Magic Carpet 4,X,1,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
427,18,4,DblBarrel Magic Carpet 4,O,1,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
100,10,4,Discovery Chairlift,X,3,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
419,10,4,Discovery Chairlift,O,3,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
423,10,4,Discovery Chairlift,X,3,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
419,10,4,Discovery Chairlift,O,3,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
103,15,4,Discovery Magic Carpet 3,X,1,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
424,15,4,Discovery Magic Carpet 3,O,1,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
426,15,4,Discovery Magic Carpet 3,X,1,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
424,15,4,Discovery Magic Carpet 3,O,1,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
107,19,4,Gondola Midway Magic Carpet,X,1,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
428,19,4,Gondola Midway Magic Carpet,O,1,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
430,19,4,Gondola Midway Magic Carpet,X,1,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
428,19,4,Gondola Midway Magic Carpet,O,1,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
91,11,4,Kokomo Carpet,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
97,6,4,Montezuma Express,X,7,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
416,6,4,Montezuma Express,O,7,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
420,6,4,Montezuma Express,X,7,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
416,6,4,Montezuma Express,O,7,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
94,1,4,Outback Express,X,6,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
411,1,4,Outback Express,O,6,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
416,1,4,Outback Express,X,6,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
411,1,4,Outback Express,O,6,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
93,20,4,Outpost Gondola,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
90,8,4,Peru Express,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
101,12,4,Ranger,X,3,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
421,12,4,Ranger,O,3,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
424,12,4,Ranger,X,3,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
421,12,4,Ranger,O,3,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
89,5,4,River Run Gondola,O,11,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
102,14,4,Ruby Express,X,5,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
423,14,4,Ruby Express,O,5,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
425,14,4,Ruby Express,X,5,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
423,14,4,Ruby Express,O,5,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
95,2,4,Santiago Express,X,5,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
412,2,4,Santiago Express,O,5,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
417,2,4,Santiago Express,X,5,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
412,2,4,Santiago Express,O,5,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
88,4,4,Summit Express,O,9,Sat Feb 15 20:13:50 2020,0 days 19:45:49.758182000,71149.758182
419,4,4,Summit Express,X,9,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
414,4,4,Summit Express,O,9,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
104,16,4,Sunkid Magic Carpet,X,1,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
425,16,4,Sunkid Magic Carpet,O,1,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
427,16,4,Sunkid Magic Carpet,X,1,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
425,16,4,Sunkid Magic Carpet,O,1,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
96,3,4,Wayback,X,8,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
413,3,4,Wayback,O,8,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
418,3,4,Wayback,X,8,Sun Feb 16 15:59:40 2020,0 days 21:05:07.210682000,75907.210682
413,3,4,Wayback,O,8,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
127,20,5,Aerial Tram,X,3,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
440,20,5,Aerial Tram,O,3,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
133,28,5,Bear Cave Carpet,X,0,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
455,28,5,Bear Cave Carpet,H,0,Sun Feb 16 09:23:18 2020,1 days 03:41:29.093450000,99689.09345
455,28,5,Bear Cave Carpet,O,0,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
109,2,5,Big Easy,X,3,Sat Feb 15 20:13:50 2020,0 days 13:09:27.875414000,47367.875414
444,2,5,Big Easy,H,3,Sun Feb 16 09:23:18 2020,0 days 03:02:25.411185000,10945.411185
432,2,5,Big Easy,O,3,Sun Feb 16 12:25:43 2020,1 days 00:39:03.682265000,88743.68226500001
